All timings are in seconds.

nClauses      -> number of clauses in input cnf
nVars         -> number of variables in input cnf
parseTim      -> time taken to parse cnf
bddCreat      -> time taken to create bdds of clauses
mergeTim      -> time taken to merge factor and variable BDDs based on Largest Support Set input parameter
mergedFn      -> number of factors after merging
mergedVr      -> number of variables after merging
FG Creat      -> time taken to create Factor Graph from merged factors and variables
FG Iters      -> number of iterations to reach factor graph convergence
FG Conv       -> time taken to converge Factor Graph
CNF Creat     -> time taken to convert Factor Graph solution to CNF
nSoln         -> number of MUSes found by MUST that added a clause to final solution
nDisabledSets -> number of disabled sets in MUST problem space due to MUSes that satisfied Factor Graph
numMus        -> total number of MUSes found
exploreTime   -> time spent by mustool finding MUSes
mucProcTime   -> time spent processing MUSes
done          -> whether processing finished (Y) or timed out (<blank>)
case name     -> test case name


nClauses | nVars    | parseTim | bddCreat | mergeTim | mergedFn | mergedVr | FG Creat | FG Iters | FG Conv  | CNF Creat| nSoln    | nDisabledSets    | numMus   | exploreTime | mucProcTime | done | case name
    2229 |      780 |     0.00 |     0.05 |     2.09 |       78 |       24 |     0.01 |        3 |     0.01 |     0.09 |          |                  |          |       0.000 |       0.000 |      | small-dyn-partition-fixpoint-7.qdimacs
    9214 |     3247 |     0.01 |     1.35 |    51.28 |      307 |      104 |     0.12 |        3 |     0.08 |     1.86 |          |                  |          |       0.000 |       0.000 |      | ctrl.e#1.a#3.E#128.A#48.c#.w#3.s#17.asp.qdimacs
     120 |       53 |     0.00 |     0.00 |     0.01 |        5 |        3 |     0.00 |        3 |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |    Y | small-bug1-fixpoint-3.qdimacs
 1452861 |   452677 |     1.90 |     0.00 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | AR-fixpoint-6.qdimacs
  101864 |    30111 |     0.13 |   154.20 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | load_full_3_comp5_REAL.sat.qdimacs
   20621 |     3120 |     0.03 |     1.54 |   254.07 |      460 |      105 |     0.14 |        4 |     0.75 |     1.94 |          |                  |          |       0.000 |       0.000 |      | amba5b5n.sat.qdimacs
   19867 |     7056 |     0.02 |     5.92 |   227.92 |      854 |      224 |     0.72 |        4 |     0.11 |     9.56 |          |                  |          |       0.000 |       0.000 |      | small-pipeline-fixpoint-4.qdimacs
    1881 |      859 |     0.00 |     0.05 |     2.82 |      109 |       27 |     0.02 |        4 |     0.03 |     0.14 |          |                  |          |       0.000 |       0.000 |    Y | query31_query50_1344n.qdimacs
    2435 |     1034 |     0.00 |     0.08 |     4.11 |      150 |       33 |     0.02 |        6 |     0.03 |     0.14 |          |                  |          |       0.000 |       0.000 |      | query51_query42_1344n.qdimacs
    7227 |     2505 |     0.01 |     0.54 |    19.53 |      350 |       79 |     0.07 |        3 |     0.04 |     1.07 |          |                  |          |       0.000 |       0.000 |      | small-swap2-fixpoint-8.qdimacs
    1893 |      722 |     0.00 |     0.02 |     1.81 |       93 |       20 |     0.01 |        3 |     0.01 |     0.06 |          |                  |          |       0.000 |       0.000 |      | pdtpmsrotate32.qdimacs
    7054 |     1957 |     0.01 |     0.44 |    23.08 |      398 |       65 |     0.07 |        4 |     0.13 |     0.78 |          |                  |          |       0.000 |       0.000 |      | query48_exquery_1344n.qdimacs
   35926 |    12305 |     0.04 |    22.19 |   852.20 |     1474 |      399 |     2.79 |        6 |     0.60 |    31.82 |          |                  |          |       0.000 |       0.000 |      | load_2c_comp_comp7_REAL.sat.qdimacs
    6303 |     2193 |     0.01 |     0.41 |    15.70 |      277 |       71 |     0.05 |        3 |     0.04 |     1.05 |          |                  |          |       0.000 |       0.000 |      | small-swap2-fixpoint-7.qdimacs
    8449 |     3153 |     0.01 |     1.26 |    42.39 |      366 |       98 |     0.11 |        4 |     0.06 |     1.99 |          |                  |          |       0.000 |       0.000 |      | rankfunc49_unsigned_64.qdimacs
   31298 |     4589 |     0.04 |     3.01 |   219.16 |     1986 |      151 |     0.52 |        4 |     0.72 |     4.02 |          |                  |          |       0.000 |       0.000 |      | query10_query45_1344n.qdimacs
    8330 |     2581 |     0.01 |     0.77 |    28.39 |      174 |       82 |     0.07 |        4 |     0.07 |     1.10 |          |                  |          |       0.000 |       0.000 |      | stmt27_149_224.qdimacs
    2621 |     1111 |     0.00 |     0.11 |     5.25 |      153 |       35 |     0.02 |        4 |     0.04 |     0.21 |          |                  |          |       0.000 |       0.000 |      | query64_query11_1344n.qdimacs
   20370 |     5947 |     0.02 |     4.98 |   207.36 |      434 |      188 |     0.53 |        4 |     0.18 |     6.97 |          |                  |          |       0.000 |       0.000 |      | stmt19_368_417.qdimacs
   13546 |     4715 |     0.02 |     3.19 |   105.09 |      518 |      153 |     0.25 |        6 |     0.17 |     3.90 |          |                  |          |       0.000 |       0.000 |      | ltl2dba_C2-8_comp4_REAL.sat.qdimacs
   19175 |     5651 |     0.02 |     4.93 |   178.99 |      437 |      183 |     0.47 |        4 |     0.16 |     5.73 |          |                  |          |       0.000 |       0.000 |      | stmt47_340_389.qdimacs
     204 |       87 |     0.00 |     0.00 |     0.01 |       10 |        3 |     0.00 |        3 |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |    Y | small-bug1-fixpoint-5.qdimacs
   10770 |     4120 |     0.01 |     1.87 |    66.05 |      433 |      132 |     0.16 |        4 |     0.08 |     2.86 |          |                  |          |       0.000 |       0.000 |      | rankfunc58_signed_64.qdimacs
   15089 |     4172 |     0.02 |     2.22 |    91.97 |      488 |      132 |     0.19 |        4 |     0.11 |     2.91 |          |                  |          |       0.000 |       0.000 |      | PhaseService.qdimacs
    3487 |     1255 |     0.01 |     0.08 |     4.35 |      169 |       40 |     0.02 |        3 |     0.02 |     0.29 |          |                  |          |       0.000 |       0.000 |      | small-swap1-fixpoint-4.qdimacs
    2195 |      913 |     0.00 |     0.06 |     3.44 |      121 |       31 |     0.02 |        4 |     0.02 |     0.10 |          |                  |          |       0.000 |       0.000 |    Y | query50_query06_1344n.qdimacs
   32978 |     8524 |     0.04 |    10.18 |   434.76 |      658 |      271 |     1.16 |        5 |     0.22 |    13.90 |          |                  |          |       0.000 |       0.000 |      | stmt19_64_87.qdimacs
    9214 |     3247 |     0.01 |     1.38 |    51.57 |      318 |      103 |     0.12 |        4 |     0.09 |     1.90 |          |                  |          |       0.000 |       0.000 |      | ctrl.e#1.a#3.E#128.A#48.c#.w#3.s#60.asp.qdimacs
   17368 |     5177 |     0.02 |     3.61 |   142.20 |      379 |      165 |     0.34 |        4 |     0.14 |     4.91 |          |                  |          |       0.000 |       0.000 |      | stmt41_286_385.qdimacs
    6215 |     2317 |     0.01 |     0.62 |    18.80 |      270 |       74 |     0.06 |        4 |     0.04 |     0.86 |          |                  |          |       0.000 |       0.000 |      | rankfunc55_signed_64.qdimacs
 1972981 |   612735 |     2.48 |     0.00 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | AR-fixpoint-8.qdimacs
    7917 |     2951 |     0.01 |     1.04 |    34.18 |      328 |       92 |     0.09 |        4 |     0.05 |     1.53 |          |                  |          |       0.000 |       0.000 |      | rankfunc34_signed_64.qdimacs
    2717 |     1190 |     0.00 |     0.12 |     5.71 |      152 |       38 |     0.03 |        6 |     0.04 |     0.25 |          |                  |          |       0.000 |       0.000 |      | query34_query42_1344n.qdimacs
    1727 |      597 |     0.00 |     0.02 |     1.54 |      103 |       20 |     0.01 |        5 |     0.02 |     0.08 |          |                  |          |       0.000 |       0.000 |    Y | query05_query31_1344n.qdimacs
   15005 |     5500 |     0.02 |     3.79 |   157.62 |      545 |      175 |     0.34 |        4 |     0.18 |     5.31 |          |                  |          |       0.000 |       0.000 |      | driver_a10y.sat.qdimacs
   38279 |     9829 |     0.04 |    13.77 |   609.37 |      742 |      315 |     1.66 |        5 |     0.27 |    20.37 |          |                  |          |       0.000 |       0.000 |      | stmt17_70_90.qdimacs
    2427 |     1026 |     0.00 |     0.10 |     4.99 |      147 |       34 |     0.02 |        6 |     0.04 |     0.17 |          |                  |          |       0.000 |       0.000 |      | query25_query42_1344n.qdimacs
    3624 |     1121 |     0.00 |     0.08 |     4.19 |       78 |       41 |     0.02 |       11 |     0.03 |     0.28 |          |                  |          |       0.000 |       0.000 |      | stmt41_262_275.qdimacs
  256614 |    86514 |     0.32 |  1577.97 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | mult_bool_matrix_18_18_18.sat.qdimacs
   12123 |     7246 |     0.01 |     7.34 |   232.30 |      790 |      230 |     0.92 |        4 |     0.74 |    10.04 |          |                  |          |       0.000 |       0.000 |      | sortnetsort9.AE.stepl.009.qdimacs
   42366 |     8963 |     0.06 |    13.91 |   700.20 |     2518 |      286 |     2.06 |        4 |     1.04 |    16.94 |          |                  |          |       0.000 |       0.000 |      | query10_query42_1344n.qdimacs
    9031 |     3127 |     0.01 |     0.89 |    34.30 |      380 |       97 |     0.10 |        3 |     0.06 |     1.76 |          |                  |          |       0.000 |       0.000 |      | small-swap1-fixpoint-10.qdimacs
   33474 |    11616 |     0.04 |    21.73 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | itc-b13-fixpoint-9.qdimacs
   13668 |     8181 |     0.01 |     9.04 |   257.99 |     1125 |      264 |     0.92 |        4 |     0.90 |    12.21 |          |                  |          |       0.000 |       0.000 |      | sortnetsort10.AE.stepl.008.qdimacs
   40222 |    14243 |     0.05 |    25.19 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | pi-bus-fixpoint-1.qdimacs
    5151 |     3077 |     0.00 |     1.20 |    31.05 |      306 |       99 |     0.11 |        4 |     0.16 |     1.72 |          |                  |          |       0.000 |       0.000 |      | sortnetsort8.AE.stepl.005.qdimacs
   42390 |     8987 |     0.06 |    13.02 |   666.99 |     2529 |      288 |     1.72 |        4 |     0.86 |    15.35 |          |                  |          |       0.000 |       0.000 |      | reachqu_query42_1344n.qdimacs
    2435 |     1034 |     0.00 |     0.08 |     4.26 |      145 |       33 |     0.02 |        6 |     0.10 |     0.14 |          |                  |          |       0.000 |       0.000 |      | query11_query42_1344n.qdimacs
   40046 |    10264 |     0.05 |    16.40 |   660.92 |      782 |      332 |     1.85 |        6 |     0.29 |    21.80 |          |                  |          |       0.000 |       0.000 |      | stmt19_79_87.qdimacs
    2133 |      971 |     0.00 |     0.06 |     3.37 |      117 |       32 |     0.01 |        4 |     0.03 |     0.12 |          |                  |          |       0.000 |       0.000 |      | eequery_query64_1344n.qdimacs
    2109 |      946 |     0.00 |     0.05 |     3.49 |      122 |       30 |     0.03 |        6 |     0.05 |     0.19 |          |                  |          |       0.000 |       0.000 |      | query31_reachqu_1344n.qdimacs
   10451 |     3674 |     0.01 |     1.43 |    53.26 |      392 |      116 |     0.14 |        4 |     0.07 |     2.19 |          |                  |          |       0.000 |       0.000 |      | usb-phy-fixpoint-2.qdimacs
    8107 |     2815 |     0.01 |     0.73 |    28.09 |      357 |       87 |     0.08 |        3 |     0.05 |     1.39 |          |                  |          |       0.000 |       0.000 |      | small-swap1-fixpoint-9.qdimacs
   17273 |     6620 |     0.02 |     5.59 |   215.99 |      858 |      210 |     0.60 |        4 |     0.13 |     7.94 |          |                  |          |       0.000 |       0.000 |      | rankfunc31_unsigned_64.qdimacs
    1020 |      409 |     0.00 |     0.01 |     0.36 |       39 |       12 |     0.02 |        4 |     0.01 |     0.04 |          |                  |          |       0.000 |       0.000 |      | kenflashp04.qdimacs
    1647 |      618 |     0.00 |     0.03 |     1.76 |       94 |       20 |     0.02 |        4 |     0.02 |     0.10 |        1 |                  |        2 |       2.176 |       0.040 |      | exquery_query42_1344n.qdimacs
    7826 |     2420 |     0.01 |     0.64 |    24.71 |      168 |       77 |     0.07 |        4 |     0.06 |     0.99 |          |                  |          |       0.000 |       0.000 |      | stmt46_111_238.qdimacs
    1100 |      180 |     0.00 |     0.01 |     1.62 |      188 |        6 |     0.04 |        1 |     0.01 |     0.01 |          |                  |          |       0.000 |       0.000 |      | Q_2-3_v-80-100_r-11.8.qdimacs
   48088 |     7476 |     0.06 |     8.05 |   591.54 |     2231 |      243 |     1.15 |        4 |     0.82 |    10.24 |          |                  |          |       0.000 |       0.000 |      | reachqu_query71_1344n.qdimacs
   17907 |     5306 |     0.02 |     3.80 |   151.63 |      388 |      171 |     0.41 |        4 |     0.35 |     5.32 |          |                  |          |       0.000 |       0.000 |      | stmt22_320_370.qdimacs
   45347 |    11569 |     0.05 |    20.10 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | stmt17_82_94.qdimacs
   12822 |     3787 |     0.01 |     1.74 |    68.95 |      278 |      121 |     0.15 |        4 |     0.10 |     2.40 |          |                  |          |       0.000 |       0.000 |      | stmt19_90_408.qdimacs
   20830 |     7115 |     0.03 |     7.13 |   299.78 |      651 |      229 |     0.81 |        4 |     0.17 |     8.79 |          |                  |          |       0.000 |       0.000 |      | ctrl.e#1.a#3.E#124.A#48.c#.w#7.s#50.asp.qdimacs
   21502 |     7343 |     0.03 |     7.67 |   322.16 |      685 |      233 |     0.86 |        5 |     0.18 |     9.48 |          |                  |          |       0.000 |       0.000 |      | ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#1.asp.qdimacs
   37541 |    11819 |     0.04 |    19.00 |   835.99 |     1620 |      380 |     3.10 |        4 |     0.28 |    31.41 |          |                  |          |       0.000 |       0.000 |      | small-seq-fixpoint-4.qdimacs
  102404 |    34863 |     0.12 |   225.24 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | beemskbn1f1_c0to7.sat.qdimacs
    1973 |      891 |     0.00 |     0.06 |     3.21 |      120 |       28 |     0.02 |        4 |     0.07 |     0.11 |          |                  |          |       0.000 |       0.000 |      | query31_eequery_1344n.qdimacs
   13924 |     4861 |     0.02 |     3.28 |   118.25 |      412 |      152 |     0.28 |        8 |     0.11 |     4.42 |          |                  |          |       0.000 |       0.000 |      | itc-b13-fixpoint-4.qdimacs
   10648 |     3686 |     0.01 |     1.54 |    58.68 |      396 |      121 |     0.14 |        6 |     0.08 |     2.25 |          |                  |          |       0.000 |       0.000 |      | cache-coherence-2-fixpoint-2.qdimacs
   15891 |     5489 |     0.02 |     3.84 |   146.82 |      571 |      174 |     0.39 |        6 |     0.13 |     5.40 |          |                  |          |       0.000 |       0.000 |      | cache-coherence-3-fixpoint-2.qdimacs
    1300 |      180 |     0.00 |     0.01 |     2.07 |      222 |        6 |     0.02 |        1 |     0.04 |     0.00 |        1 |                  |        2 |      26.898 |       0.084 |      | Q_2-3_v-80-100_r-13.1.qdimacs
   53216 |    10043 |     0.06 |    15.63 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | query42_query42_1344n.qdimacs
   25141 |     8463 |     0.03 |     9.76 |   400.02 |      759 |      268 |     1.25 |        4 |     0.17 |    12.68 |          |                  |          |       0.000 |       0.000 |      | sdlx-fixpoint-5.qdimacs
   13516 |     5145 |     0.02 |     3.07 |   108.90 |      575 |      164 |     0.26 |        4 |     0.09 |     4.57 |          |                  |          |       0.000 |       0.000 |      | rankfunc59_unsigned_64.qdimacs
   15358 |     5295 |     0.02 |     3.94 |   156.35 |      505 |      170 |     0.34 |        4 |     0.13 |     5.04 |          |                  |          |       0.000 |       0.000 |      | ctrl.e#1.a#3.E#128.A#48.c#.w#5.s#60.asp.qdimacs
   31211 |     8089 |     0.03 |     9.19 |   389.24 |      636 |      264 |     1.08 |        5 |     0.22 |    12.45 |          |                  |          |       0.000 |       0.000 |      | stmt17_63_82.qdimacs
    1100 |      180 |     0.00 |     0.01 |     1.47 |      190 |        6 |     0.03 |        1 |     0.01 |     0.01 |          |                  |          |       0.000 |       0.000 |      | Q_2-3_v-80-100_r-11.0.qdimacs
   33884 |    12515 |     0.04 |    21.25 |   844.00 |     1315 |      397 |     3.51 |        7 |     0.28 |    33.84 |          |                  |          |       0.000 |       0.000 |      | ethernet-fixpoint-3.qdimacs
    6391 |     2139 |     0.01 |     0.44 |    15.96 |      248 |       69 |     0.05 |        4 |     0.04 |     0.83 |          |                  |          |       0.000 |       0.000 |      | small-synabs-fixpoint-10.qdimacs
   17671 |     5255 |     0.02 |     3.55 |   143.40 |      379 |      173 |     0.34 |        4 |     0.14 |     4.76 |          |                  |          |       0.000 |       0.000 |      | stmt46_289_388.qdimacs
   13438 |     4639 |     0.01 |     2.91 |   112.67 |      430 |      147 |     0.24 |        3 |     0.11 |     3.70 |          |                  |          |       0.000 |       0.000 |      | ctrl.e#1.a#3.E#112.A#48.c#.w#5.s#27.asp.qdimacs
    1300 |      180 |     0.00 |     0.01 |     2.08 |      216 |        6 |     0.01 |        1 |     0.04 |     0.00 |        1 |                  |        2 |      82.163 |       0.112 |      | Q_2-3_v-80-100_r-13.3.qdimacs
   47313 |    15883 |     0.06 |    40.60 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | sdlx-fixpoint-9.qdimacs
    3271 |     1298 |     0.00 |     0.14 |     4.99 |      141 |       41 |     0.02 |        3 |     0.02 |     0.34 |          |                  |          |       0.000 |       0.000 |      | rankfunc60_unsigned_32.qdimacs
    8556 |     2643 |     0.01 |     0.86 |    30.41 |      178 |       83 |     0.08 |        4 |     0.18 |     1.27 |          |                  |          |       0.000 |       0.000 |      | stmt41_160_235.qdimacs
   48881 |    12439 |     0.06 |    23.35 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | stmt17_86_98.qdimacs
   10968 |     3225 |     0.01 |     1.30 |    58.89 |      629 |      104 |     0.15 |        4 |     0.17 |     1.84 |        2 |                  |        3 |    3469.519 |       2.139 |      | query21_query42_1344n.qdimacs
   19385 |     6980 |     0.02 |     5.73 |   297.79 |      580 |      225 |     0.59 |        4 |     0.22 |     8.58 |          |                  |          |       0.000 |       0.000 |      | driver_a9n.sat.qdimacs
    1113 |      657 |     0.00 |     0.03 |     1.34 |       71 |       21 |     0.01 |        4 |     0.02 |     0.07 |          |                  |          |       0.000 |       0.000 |      | query64_query01_1344n.qdimacs
  412621 |   132561 |     0.51 |     0.00 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | AR-fixpoint-2.qdimacs
    1987 |      730 |     0.00 |     0.04 |     2.34 |      110 |       26 |     0.02 |        6 |     0.03 |     0.18 |        2 |                  |        3 |      10.178 |       0.060 |      | query02_query42_1344n.qdimacs
   52856 |    17738 |     0.06 |    48.76 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | sdlx-fixpoint-10.qdimacs
    9598 |     3299 |     0.01 |     1.43 |    56.51 |      315 |      107 |     0.12 |        3 |     0.08 |     2.02 |          |                  |          |       0.000 |       0.000 |      | ci.e#1.a#3.E#40.A#60.c#400.w#2.s#1.asp.qdimacs
   21323 |     7927 |     0.02 |     8.38 |   321.97 |      725 |      247 |     1.14 |        6 |     0.18 |    11.45 |          |                  |          |       0.000 |       0.000 |      | ethernet-fixpoint-2.qdimacs
    3669 |     1242 |     0.01 |     0.13 |     6.07 |      112 |       41 |     0.02 |        4 |     0.03 |     0.25 |          |                  |          |       0.000 |       0.000 |      | driver_d9y.sat.qdimacs
   16977 |     5073 |     0.02 |     3.51 |   130.51 |      363 |      168 |     0.30 |        4 |     0.19 |     4.39 |          |                  |          |       0.000 |       0.000 |      | stmt53_296_346.qdimacs
    8232 |     4913 |     0.01 |     3.41 |    86.09 |      536 |      155 |     0.29 |        4 |     0.33 |     4.57 |          |                  |          |       0.000 |       0.000 |      | sortnetsort8.AE.stepl.008.qdimacs
   31211 |     8089 |     0.04 |     9.66 |   387.55 |      608 |      256 |     0.98 |        4 |     0.21 |    11.65 |          |                  |          |       0.000 |       0.000 |      | stmt17_62_78.qdimacs
   99227 |    32909 |     0.12 |   197.16 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | cycle_sched_4_7_1.sat.qdimacs
    6905 |     2572 |     0.01 |     0.72 |    24.45 |      245 |       83 |     0.07 |        4 |     0.05 |     1.11 |          |                  |          |       0.000 |       0.000 |      | rankfunc2_unsigned_64.qdimacs
    1100 |      180 |     0.00 |     0.01 |     1.31 |      188 |        6 |     0.03 |        1 |     0.03 |     0.00 |          |                  |          |       0.000 |       0.000 |      | Q_2-3_v-80-100_r-11.4.qdimacs
   19725 |     6436 |     0.02 |     6.31 |   258.01 |      556 |      209 |     0.59 |        5 |     0.30 |     8.22 |          |                  |          |       0.000 |       0.000 |      | cycle_sched_6_6_2.sat.qdimacs
    6157 |     2130 |     0.01 |     0.44 |    15.97 |      272 |       68 |     0.05 |        4 |     0.06 |     1.05 |          |                  |          |       0.000 |       0.000 |      | small-seq-fixpoint-1.qdimacs
    7800 |     2420 |     0.01 |     0.69 |    25.99 |      165 |       80 |     0.07 |        4 |     0.07 |     0.99 |          |                  |          |       0.000 |       0.000 |      | stmt19_133_217.qdimacs
   19353 |     6450 |     0.02 |     5.42 |   243.76 |      517 |      211 |     0.43 |        5 |     0.19 |     7.03 |          |                  |          |       0.000 |       0.000 |      | cycle_sched_4_4_2.sat.qdimacs
   12918 |     4975 |     0.02 |     1.09 |    53.42 |      625 |      125 |     0.14 |        4 |     0.20 |     3.91 |        1 |                  |        2 |    1144.455 |       1.284 |      | neclaftp4001.qdimacs
   12035 |     3545 |     0.02 |     1.46 |    60.29 |      255 |      115 |     0.14 |        4 |     0.09 |     2.17 |          |                  |          |       0.000 |       0.000 |      | stmt21_71_413.qdimacs
   53006 |     9935 |     0.07 |    15.50 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | query48_query42_1344n.qdimacs
   13468 |     8049 |     0.02 |     8.92 |   259.72 |      827 |      260 |     0.96 |        4 |     0.90 |    11.72 |          |                  |          |       0.000 |       0.000 |      | sortnetsort9.AE.stepl.010.qdimacs
   41813 |    10699 |     0.05 |    16.30 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | stmt17_82_86.qdimacs
    4026 |     1480 |     0.00 |     0.20 |     7.35 |      172 |       48 |     0.03 |        4 |     0.02 |     0.53 |          |                  |          |       0.000 |       0.000 |      | rankfunc48_unsigned_16.qdimacs
    1300 |      180 |     0.00 |     0.01 |     2.20 |      217 |        6 |     0.02 |        1 |     0.01 |     0.01 |        1 |                  |        2 |       6.220 |       0.112 |      | Q_2-3_v-80-100_r-13.5.qdimacs
   27677 |     7219 |     0.03 |     6.99 |   296.34 |      541 |      235 |     0.73 |        6 |     0.21 |     9.42 |          |                  |          |       0.000 |       0.000 |      | stmt28_68_69.qdimacs
   19983 |     5867 |     0.02 |     4.44 |   188.83 |      427 |      188 |     0.40 |        4 |     0.15 |     6.05 |          |                  |          |       0.000 |       0.000 |      | stmt21_354_403.qdimacs
    1100 |      180 |     0.00 |     0.01 |     1.54 |      186 |        7 |     0.03 |        1 |     0.01 |     0.01 |          |                  |          |       0.000 |       0.000 |      | Q_2-3_v-80-100_r-11.7.qdimacs
    3774 |     2250 |     0.00 |     0.78 |    16.74 |      230 |       73 |     0.07 |        4 |     0.09 |     1.27 |          |                  |          |       0.000 |       0.000 |      | sortnetsort7.AE.stepl.005.qdimacs
   18872 |     5573 |     0.02 |     4.54 |   171.84 |      444 |      177 |     0.41 |        4 |     0.16 |     5.60 |          |                  |          |       0.000 |       0.000 |      | stmt41_336_385.qdimacs
   29444 |     7654 |     0.04 |     9.08 |   362.45 |      575 |      245 |     1.07 |        6 |     0.22 |    11.71 |          |                  |          |       0.000 |       0.000 |      | stmt28_68_73.qdimacs
    2663 |     1146 |     0.00 |     0.12 |     5.36 |      154 |       37 |     0.02 |        5 |     0.04 |     0.21 |          |                  |          |       0.000 |       0.000 |      | query55_query42_1344n.qdimacs
    1100 |      180 |     0.00 |     0.01 |     1.39 |      189 |        6 |     0.03 |        1 |     0.01 |     0.01 |          |                  |          |       0.000 |       0.000 |      | Q_2-3_v-80-100_r-11.2.qdimacs
   15374 |     9201 |     0.02 |    11.78 |   330.48 |     1328 |      297 |     1.32 |        4 |     1.26 |    15.11 |          |                  |          |       0.000 |       0.000 |      | sortnetsort10.AE.stepl.009.qdimacs
    1989 |      732 |     0.00 |     0.04 |     2.41 |      114 |       22 |     0.03 |        6 |     0.03 |     0.18 |        1 |                  |        2 |     843.960 |       0.028 |      | query04_query42_1344n.qdimacs
    8638 |     3047 |     0.01 |     1.19 |    43.27 |      293 |       98 |     0.10 |        3 |     0.06 |     1.70 |          |                  |          |       0.000 |       0.000 |      | ctrl.e#1.a#3.E#120.A#48.c#.w#3.s#3.asp.qdimacs
   56379 |    17114 |     0.07 |    49.75 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | small-equiv-fixpoint-8.qdimacs
  215451 |    74715 |     0.27 |  1012.43 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | beemldelec4b1_c0to127.sat.qdimacs
    6353 |     2210 |     0.01 |     0.58 |    23.73 |      191 |       71 |     0.05 |        4 |     0.05 |     0.87 |          |                  |          |       0.000 |       0.000 |      | driver_c9n.sat.qdimacs
   27646 |     9315 |     0.03 |    14.00 |   590.59 |      808 |      303 |     1.95 |        3 |     0.24 |    18.28 |          |                  |          |       0.000 |       0.000 |      | ci.e#1.a#3.E#40.A#60.c#384.w#6.s#8.asp.qdimacs
   17297 |     6626 |     0.02 |     6.00 |   221.38 |      857 |      210 |     0.72 |        4 |     0.13 |     7.85 |          |                  |          |       0.000 |       0.000 |      | rankfunc31_signed_64.qdimacs
   19036 |     5626 |     0.02 |     4.19 |   172.15 |      428 |      180 |     0.42 |        4 |     0.17 |     5.48 |          |                  |          |       0.000 |       0.000 |      | stmt19_352_359.qdimacs
   36227 |    12173 |     0.04 |    21.09 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | sdlx-fixpoint-7.qdimacs
    8419 |     3418 |     0.01 |     1.34 |    44.70 |      367 |      106 |     0.12 |        4 |     0.07 |     2.04 |          |                  |          |       0.000 |       0.000 |      | rankfunc53_signed_64.qdimacs
    6844 |     4101 |     0.01 |     2.47 |    55.83 |      581 |      135 |     0.17 |        4 |     0.24 |     2.86 |          |                  |          |       0.000 |       0.000 |      | sortnetsort10.AE.stepl.004.qdimacs
   32978 |     8524 |     0.04 |    10.07 |   426.08 |      656 |      274 |     1.30 |        6 |     0.24 |    14.30 |          |                  |          |       0.000 |       0.000 |      | stmt28_68_81.qdimacs
    1517 |      445 |     0.00 |     0.02 |     0.69 |       32 |       17 |     0.01 |        7 |     0.01 |     0.05 |          |                  |          |       0.000 |       0.000 |      | stmt16_818_819.qdimacs
   34048 |    11578 |     0.04 |    18.85 |   740.36 |     1266 |      367 |     2.50 |        6 |     0.25 |    26.34 |          |                  |          |       0.000 |       0.000 |      | cache-coherence-2-fixpoint-6.qdimacs
   36512 |     9394 |     0.04 |    12.71 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | stmt17_70_86.qdimacs
    1647 |      618 |     0.00 |     0.03 |     1.74 |       99 |       20 |     0.02 |        6 |     0.02 |     0.12 |        1 |                  |        2 |       4.475 |       0.036 |      | axquery_query42_1344n.qdimacs
