Test Case                                                                                   | Return Code | Input Clauses | Input Variables | Output Clauses | Timed Out
QBFEval2018_stmt19_313_412_kissat_output.qdimacs                                            | 0           | 8698          | 5487            | 0              | Yes      
QBFEval2018_stmt19_352_359_kissat_output.qdimacs                                            | 0           | 6224          | 5626            | 0              | Yes      
QBFEval2018_stmt19_368_417_kissat_output.qdimacs                                            | 0           | 8044          | 5947            | 0              | Yes      
QBFEval2018_stmt19_3_401_kissat_output.qdimacs                                              | 0           | 7053          | 3506            | 0              | Yes      
QBFEval2018_stmt19_64_87_kissat_output.qdimacs                                              | 0           | 6630          | 8524            | 0              | Yes      
QBFEval2018_stmt19_64_91_kissat_output.qdimacs                                              | 0           | 6731          | 8959            | 0              | Yes      
QBFEval2018_stmt19_64_99_kissat_output.qdimacs                                              | 0           | 6620          | 9829            | 0              | Yes      
QBFEval2018_stmt19_65_87_kissat_output.qdimacs                                              | 0           | 10999         | 8959            | 0              | Yes      
QBFEval2018_stmt19_65_95_kissat_output.qdimacs                                              | 0           | 12453         | 9829            | 0              | Yes      
QBFEval2018_stmt19_66_214_kissat_output.qdimacs                                             | 0           | 3038          | 2139            | 0              | Yes      
QBFEval2018_stmt19_71_95_kissat_output.qdimacs                                              | 0           | 10961         | 10264           | 0              | Yes      
QBFEval2018_stmt19_75_83_kissat_output.qdimacs                                              | 0           | 11682         | 9394            | 0              | Yes      
QBFEval2018_stmt19_75_95_kissat_output.qdimacs                                              | 0           | 13753         | 10699           | 0              | Yes      
QBFEval2018_stmt19_79_83_kissat_output.qdimacs                                              | 0           | 10447         | 9829            | 0              | Yes      
QBFEval2018_stmt19_79_87_kissat_output.qdimacs                                              | 0           | 13042         | 10264           | 0              | Yes      
QBFEval2018_stmt19_83_412_kissat_output.qdimacs                                             | 0           | 7137          | 3773            | 0              | Yes      
QBFEval2018_stmt19_83_91_kissat_output.qdimacs                                              | 0           | 12715         | 11134           | 0              | Yes      
QBFEval2018_stmt19_87_95_kissat_output.qdimacs                                              | 0           | 15798         | 12004           | 0              | Yes      
QBFEval2018_stmt19_90_408_kissat_output.qdimacs                                             | 0           | 7175          | 3787            | 0              | Yes      
QBFEval2018_stmt1_79_80_kissat_output.qdimacs                                               | 0           | 1185          | 2012            | 0              | Yes      
QBFEval2018_stmt21_143_403_kissat_output.qdimacs                                            | 0           | 6842          | 4057            | 0              | Yes      
QBFEval2018_stmt21_178_258_kissat_output.qdimacs                                            | 0           | 4378          | 3281            | 0              | Yes      
QBFEval2018_stmt21_181_218_kissat_output.qdimacs                                            | 0           | 3503          | 2698            | 0              | Yes      
QBFEval2018_stmt21_181_369_kissat_output.qdimacs                                            | 0           | 6551          | 4106            | 0              | Yes      
QBFEval2018_stmt21_310_360_kissat_output.qdimacs                                            | 0           | 7687          | 5233            | 0              | Yes      
QBFEval2018_stmt21_319_418_kissat_output.qdimacs                                            | 0           | 8256          | 5554            | 0              | Yes      
QBFEval2018_stmt21_354_403_kissat_output.qdimacs                                            | 0           | 8137          | 5867            | 0              | Yes      
QBFEval2018_stmt21_70_369_kissat_output.qdimacs                                             | 0           | 6279          | 3549            | 0              | Yes      
QBFEval2018_stmt21_71_354_kissat_output.qdimacs                                             | 0           | 5900          | 3293            | 0              | Yes      
QBFEval2018_stmt21_71_413_kissat_output.qdimacs                                             | 0           | 7116          | 3545            | 0              | Yes      
QBFEval2018_stmt21_84_364_kissat_output.qdimacs                                             | 0           | 6288          | 3529            | 0              | Yes      
QBFEval2018_stmt22_311_370_kissat_output.qdimacs                                            | 0           | 7341          | 5263            | 0              | Yes      
QBFEval2018_stmt22_320_370_kissat_output.qdimacs                                            | 0           | 7235          | 5306            | 0              | Yes      
QBFEval2018_stmt22_6_414_kissat_output.qdimacs                                              | 0           | 7078          | 3364            | 0              | Yes      
QBFEval2018_stmt23_66_67_kissat_output.qdimacs                                              | 0           | 1324          | 6349            | 0              | Yes      
QBFEval2018_stmt23_66_76_kissat_output.qdimacs                                              | 0           | 1871          | 7219            | 0              | Yes      
QBFEval2018_stmt23_66_96_kissat_output.qdimacs                                              | 0           | 7942          | 9394            | 0              | Yes      
QBFEval2018_stmt23_67_92_kissat_output.qdimacs                                              | 0           | 11914         | 9394            | 0              | Yes      
QBFEval2018_stmt23_72_76_kissat_output.qdimacs                                              | 0           | 7461          | 8089            | 0              | Yes      
QBFEval2018_stmt23_88_92_kissat_output.qdimacs                                              | 0           | 12948         | 11569           | 0              | Yes      
QBFEval2018_stmt23_92_96_kissat_output.qdimacs                                              | 0           | 16733         | 12439           | 0              | Yes      
QBFEval2018_stmt25_52_53_kissat_output.qdimacs                                              | 0           | 1287          | 2008            | 0              | Yes      
QBFEval2018_stmt25_597_598_kissat_output.qdimacs                                            | 0           | 254           | 930             | 0              | No       
QBFEval2018_stmt27_149_224_kissat_output.qdimacs                                            | 0           | 3452          | 2581            | 0              | Yes      
QBFEval2018_stmt27_16_224_kissat_output.qdimacs                                             | 0           | 3151          | 1778            | 0              | Yes      
QBFEval2018_stmt27_93_98_kissat_output.qdimacs                                              | 0           | 1270          | 2200            | 0              | Yes      
QBFEval2018_stmt28_68_69_kissat_output.qdimacs                                              | 0           | 6255          | 7219            | 0              | Yes      
QBFEval2018_stmt28_68_73_kissat_output.qdimacs                                              | 0           | 7180          | 7654            | 0              | Yes      
QBFEval2018_stmt28_68_81_kissat_output.qdimacs                                              | 0           | 8557          | 8524            | 0              | Yes      
QBFEval2018_stmt28_73_85_kissat_output.qdimacs                                              | 0           | 12659         | 9829            | 0              | Yes      
QBFEval2018_stmt28_73_97_kissat_output.qdimacs                                              | 0           | 12819         | 11134           | 0              | Yes      
QBFEval2018_stmt28_89_97_kissat_output.qdimacs                                              | 0           | 17640         | 12874           | 0              | Yes      
QBFEval2018_stmt29_226_376_kissat_output.qdimacs                                            | 0           | 6823          | 4306            | 0              | Yes      
QBFEval2018_stmt29_275_376_kissat_output.qdimacs                                            | 0           | 7952          | 5079            | 0              | Yes      
QBFEval2018_stmt2_976_999_kissat_output.qdimacs                                             | 0           | 7707          | 11304           | 0              | Yes      
QBFEval2018_stmt31_190_227_kissat_output.qdimacs                                            | 0           | 3403          | 2742            | 0              | Yes      
QBFEval2018_stmt31_22_328_kissat_output.qdimacs                                             | 0           | 5500          | 2937            | 0              | Yes      
QBFEval2018_stmt31_276_328_kissat_output.qdimacs                                            | 0           | 7115          | 4839            | 0              | Yes      
QBFEval2018_stmt32_329_378_kissat_output.qdimacs                                            | 0           | 8166          | 5475            | 0              | Yes      
QBFEval2018_stmt39_285_335_kissat_output.qdimacs                                            | 0           | 7263          | 4937            | 0              | Yes      
QBFEval2018_stmt41_160_235_kissat_output.qdimacs                                            | 0           | 3537          | 2643            | 0              | Yes      
QBFEval2018_stmt41_262_275_kissat_output.qdimacs                                            | 0           | 862           | 1121            | 0              | Yes      
QBFEval2018_stmt41_286_385_kissat_output.qdimacs                                            | 0           | 8142          | 5177            | 0              | Yes      
QBFEval2018_stmt41_336_385_kissat_output.qdimacs                                            | 0           | 8411          | 5573            | 0              | Yes      
QBFEval2018_stmt44_40_387_kissat_output.qdimacs                                             | 0           | 6761          | 3326            | 0              | Yes      
QBFEval2018_stmt44_554_604_kissat_output.qdimacs                                            | 0           | 246           | 883             | 0              | No       
QBFEval2018_stmt46_111_238_kissat_output.qdimacs                                            | 0           | 3352          | 2420            | 0              | Yes      
QBFEval2018_stmt46_289_388_kissat_output.qdimacs                                            | 0           | 8123          | 5255            | 0              | Yes      
QBFEval2018_stmt47_290_340_kissat_output.qdimacs                                            | 0           | 7489          | 5011            | 0              | Yes      
QBFEval2018_stmt47_340_389_kissat_output.qdimacs                                            | 0           | 8451          | 5651            | 0              | Yes      
QBFEval2018_stmt50_343_392_kissat_output.qdimacs                                            | 0           | 8639          | 5713            | 0              | Yes      
QBFEval2018_stmt52_295_394_kissat_output.qdimacs                                            | 0           | 8410          | 5317            | 0              | Yes      
QBFEval2018_stmt53_208_245_kissat_output.qdimacs                                            | 0           | 3650          | 2900            | 0              | Yes      
QBFEval2018_stmt53_296_346_kissat_output.qdimacs                                            | 0           | 7621          | 5073            | 0              | Yes      
QBFEval2018_stmt5_731_730_kissat_output.qdimacs                                             | 0           | 258           | 690             | 0              | No       
QBFEval2018_stmt85_300_399_kissat_output.qdimacs                                            | 0           | 8190          | 5471            | 0              | Yes      
QBFEval2018_stmt9_445_446_kissat_output.qdimacs                                             | 0           | 40            | 658             | 0              | No       
QBFEval2018_trivial_query42_1344n_kissat_output.qdimacs                                     | 0           | 5714          | 2021            | 0              | Yes      
QBFEval2018_usb-phy-fixpoint-1_kissat_output.qdimacs                                        | 0           | 2288          | 1631            | 0              | Yes      
QBFEval2018_usb-phy-fixpoint-2_kissat_output.qdimacs                                        | 0           | 4874          | 3674            | 0              | Yes      
QBFEval2018_usb-phy-fixpoint-3_kissat_output.qdimacs                                        | 0           | 7401          | 5720            | 0              | Yes      
QBFEval2018_usb-phy-fixpoint-4_kissat_output.qdimacs                                        | 0           | 14308         | 7766            | 0              | Yes      
QBFEval2018_usb-phy-fixpoint-5_kissat_output.qdimacs                                        | 0           | 18111         | 9812            | 0              | Yes      
